Time (s),Main Avg Current (mA),Main Avg Voltage (V)
83.6780,0.014,2.9985
83.6800,0.006,2.9975
83.6820,0.012,2.9975
83.6840,0.188,2.9975
83.6860,0.012,2.9975
83.6880,0.008,2.9975
83.6900,0.012,2.997
83.6920,0.012,2.9975
83.6940,2.99,2.997
83.6960,6.064,2.9975
83.6980,0.014,2.9985
83.7000,0.008,2.997
83.7020,0.012,2.9975
83.7040,0.008,2.9985
83.7060,0.188,2.9975
83.7080,0.012,2.9975
83.7100,0.016,2.9975
83.7120,0.012,2.997
83.7140,0.014,2.9985
83.7160,0.014,2.997
83.7180,3.754,2.9955
83.7200,0.006,2.997
83.7220,0.014,2.9975
83.7240,0.008,2.9975
83.7260,0.008,2.997
83.7280,1.142,2.9975
83.7300,0.024,2.9985
83.7320,0.012,2.9975
83.7340,0.004,2.997
83.7360,0.012,2.9975
83.7380,0.006,2.997
83.7400,0.188,2.9985
83.7420,7.074,2.997
83.7440,7.384,2.997
83.7460,0.014,2.9975
83.7480,0.012,2.9975
83.7500,2.574,2.9985
83.7520,11.668,2.9975
83.7540,0.004,2.9965
83.7560,0.02,2.9975
83.7580,0.012,2.9975
83.7600,0.008,2.9975
83.7620,0.188,2.9975
83.7640,7.072,2.997
83.7660,7.374,2.9975
83.7680,0.02,2.9975
83.7700,0.012,2.9975
83.7720,0.012,2.9975
83.7740,2.518,2.9985
83.7760,0.012,2.9975
83.7780,0.014,2.9975
83.7800,0.004,2.9975
83.7820,0.014,2.9975
83.7840,1.534,2.9975
83.7860,7.196,2.9975
83.7880,7.106,2.997
83.7900,2.026,2.9975
83.7920,0.012,2.9975
83.7940,0.008,2.9985
83.7960,0.18,2.997
83.7980,0.014,2.9985
83.8000,0.008,2.9975
83.8020,0.012,2.9985
83.8040,0.016,2.9985
83.8060,0.006,2.9985
83.8080,11.042,2.9975
83.8100,7.098,2.9975
83.8120,7.404,2.9985
83.8140,0.008,2.9985
83.8160,0.014,2.9985
83.8180,0.308,2.9975
83.8200,0.028,2.9985
83.8220,0.016,2.9975
83.8240,0.006,2.9975
83.8260,0.012,2.9975
83.8280,0.016,2.9985
83.8300,0.182,2.9975
83.8320,7.058,2.9975
83.8340,7.46,2.9975
83.8360,0.008,2.9975
83.8380,0.014,2.9975
83.8400,2.552,2.9985
83.8420,11.442,2.9975
83.8440,0.014,2.9975
83.8460,0.014,2.9975
83.8480,0.02,2.9975
83.8500,0.02,2.9975
83.8520,0.186,2.9975
83.8540,7.088,2.9975
83.8560,7.072,2.997
83.8580,0.022,2.9985
83.8600,0.008,2.9975
83.8620,0.008,2.997
83.8640,2.298,2.9995
83.8660,0.014,2.9975
83.8680,0.008,2.997
83.8700,0.012,2.9975
83.8720,0.012,2.997
83.8740,1.418,2.9985
83.8760,7.194,2.9975
83.8780,7.11,2.997
83.8800,2.43,2.9975
83.8820,0.012,2.9985
83.8840,0.014,2.9975
83.8860,0.182,2.9985
83.8880,0.012,2.9975
83.8900,0.006,2.9975
83.8920,0.008,2.9975
83.8940,0.012,2.9985
83.8960,0.006,2.9985
83.8980,10.828,2.9965
83.9000,7.094,2.9975
83.9020,7.398,2.9975
83.9040,0.012,2.9985
83.9060,0.014,2.9975
83.9080,0.186,2.9985
83.9100,0.02,2.9985
83.9120,0.014,2.9975
83.9140,0.006,2.9975
83.9160,0.012,2.9985
83.9180,0.014,2.9975
83.9200,0.182,2.997
83.9220,7.068,2.9975
83.9240,7.448,2.9975
83.9260,0.012,2.9975
83.9280,0.008,2.9975
83.9300,2.532,2.9985
83.9320,11.096,2.9975
83.9340,0.014,2.9985
83.9360,0.008,2.9985
83.9380,0.006,2.9975
83.9400,0.014,2.9975
83.9420,0.188,2.9975
83.9440,7.088,2.9975
83.9460,7.076,2.9975
83.9480,0.028,2.9975
83.9500,0.012,2.997
83.9520,0.016,2.9975
83.9540,2.164,2.999
83.9560,0.014,2.9975
83.9580,0.014,2.9975
83.9600,0.006,2.9975
83.9620,0.008,2.9975
83.9640,1.432,2.9975
83.9660,7.194,2.9985
83.9680,7.118,2.9975
83.9700,2.756,2.9975
83.9720,0.012,2.9985
83.9740,0.012,2.9975
83.9760,0.182,2.9975
83.9780,0.012,2.9975
83.9800,0.02,2.9985
83.9820,0.014,2.9975
83.9840,0.02,2.997
83.9860,0.008,2.9985
83.9880,10.476,2.9975
83.9900,7.102,2.9975
83.9920,7.4,2.9975
83.9940,0.014,2.9975
83.9960,0.012,2.997
83.9980,0.264,2.9975
84.0000,0.014,2.9975
84.0020,0.022,2.9975
84.0040,0.008,2.997
84.0060,0.008,2.9975
84.0080,0.014,2.9985
84.0100,0.18,2.9975
84.0120,7.06,2.9975
84.0140,7.436,2.9985
84.0160,0.014,2.9975
84.0180,0.016,2.9975
84.0200,2.22,2.9995
84.0220,10.748,2.997
84.0240,0.008,2.9965
84.0260,0.012,2.9985
84.0280,0.012,2.9975
84.0300,0.012,2.9985
84.0320,0.186,2.9985
84.0340,7.08,2.9975
84.0360,7.076,2.9975
84.0380,0.02,2.9985
84.0400,0.012,2.9985
84.0420,0.006,2.997
84.0440,1.966,2.9995
84.0460,0.012,2.9975
84.0480,0.016,2.9975
84.0500,0.008,2.9975
84.0520,0.02,2.9975
84.0540,0.36,2.9975
84.0560,7.06,2.997
84.0580,7.058,2.9975
84.0600,0.024,2.9975
84.0620,0.014,2.9975
84.0640,0.014,2.9975
84.0660,0.178,2.9975
84.0680,0.016,2.9975
84.0700,0.012,2.9985
84.0720,0.012,2.9975
84.0740,0.012,2.9975
84.0760,0.754,2.9965
84.0780,13.912,2.9995
84.0800,7.102,2.9975
84.0820,7.4,2.9975
84.0840,0.012,2.997
84.0860,0.014,2.9975
84.0880,0.188,2.9975
84.0900,0.02,2.9975
84.0920,0.008,2.9975
84.0940,0.012,2.9985
84.0960,0.006,2.9985
84.0980,0.012,2.9975
84.1000,0.338,2.9955
84.1020,7.082,2.9985
84.1040,7.41,2.9975
84.1060,0.012,2.997
84.1080,0.02,2.9975
84.1100,1.7,2.9975
84.1120,10.812,2.9975
84.1140,0.006,2.997
84.1160,0.016,2.9985
84.1180,0.006,2.9965
84.1200,0.012,2.9975
84.1220,0.188,2.9975
84.1240,7.102,2.9975
84.1260,7.074,2.997
84.1280,0.014,2.9975
84.1300,0.014,2.9975
84.1320,0.014,2.9975
84.1340,8.344,2.999
84.1360,0.012,2.9975
84.1380,0.014,2.9975
84.1400,0.012,2.9975
84.1420,0.006,2.9985
84.1440,0.42,2.9975
84.1460,7.058,2.9965
84.1480,7.06,2.9975
84.1500,0.036,2.9975
84.1520,0.02,2.9975
84.1540,0.008,2.9975
84.1560,0.186,2.997
84.1580,0.014,2.9975
84.1600,0.012,2.997
84.1620,0.014,2.9975
84.1640,0.014,2.9975
84.1660,0.67,2.9965
84.1680,13.664,3
84.1700,7.102,2.997
84.1720,7.41,2.9985
84.1740,0.012,2.9985
84.1760,0.008,2.9975
84.1780,0.186,2.9975
84.1800,0.02,2.9975
84.1820,0.02,2.9975
84.1840,0.012,2.9965
84.1860,0.012,2.9985
84.1880,0.008,2.9985
84.1900,0.268,2.9955
84.1920,7.076,2.9975
84.1940,7.406,2.9975
84.1960,0.016,2.9975
84.1980,0.014,2.9985
84.2000,1.708,2.9985
84.2020,11.09,2.9975
84.2040,0.016,2.9975
84.2060,0.004,2.997
84.2080,0.008,2.997
84.2100,0.012,2.9975
84.2120,0.186,2.9985
84.2140,7.094,2.9975
84.2160,7.074,2.9975
84.2180,0.012,2.9975
84.2200,0.008,2.9975
84.2220,0.012,2.9975
84.2240,7.998,2.999
84.2260,0.008,2.997
84.2280,0.014,2.9975
84.2300,0.012,2.9975
84.2320,0.006,2.9975
84.2340,0.354,2.9975
84.2360,7.06,2.9985
84.2380,7.056,2.9985
84.2400,0.03,2.9975
84.2420,0.012,2.9975
84.2440,0.014,2.9975
84.2460,0.188,2.9975
84.2480,0.012,2.997
84.2500,0.008,2.9985
84.2520,0.008,2.9985
84.2540,0.012,2.9975
84.2560,0.008,2.9965
84.2580,13.622,3
84.2600,7.088,2.9985
84.2620,7.4,2.9975
84.2640,0.016,2.9985
84.2660,0.014,2.9975
84.2680,0.19,2.9985
84.2700,0.016,2.9975
84.2720,0.016,2.9985
84.2740,0.014,2.997
84.2760,0.016,2.9975
84.2780,0.012,2.9985
84.2800,0.26,2.997
84.2820,7.074,2.997
84.2840,7.41,2.9985
84.2860,0.012,2.997
84.2880,0.02,2.9985
84.2900,1.708,2.9975
84.2920,11.412,2.997
84.2940,0.012,2.9975
84.2960,0.014,2.9975
84.2980,0.008,2.997
84.3000,0.012,2.9975
84.3020,0.196,2.9975
84.3040,7.09,2.9975
84.3060,7.068,2.997
84.3080,0.016,2.9985
84.3100,0.012,2.997
84.3120,0.014,2.9975
84.3140,7.706,2.9985
84.3160,0.012,2.9975
84.3180,0.014,2.9975
84.3200,0.012,2.997
84.3220,0.008,2.9975
84.3240,0.43,2.9975
84.3260,7.068,2.9975
84.3280,7.058,2.9975
84.3300,0.03,2.9975
84.3320,0.012,2.9975
84.3340,0.016,2.9975
84.3360,0.182,2.9975
84.3380,0.014,2.9985
84.3400,0.012,2.9975
84.3420,0.014,2.9975
84.3440,0.012,2.9975
84.3460,0.012,2.9965
84.3480,7.672,2.9975
84.3500,7.182,2.9975
84.3520,7.388,3
84.3540,0.012,2.9985
84.3560,0.008,2.9975
84.3580,0.186,2.9975
84.3600,0.016,2.9975
84.3620,0.012,2.9985
84.3640,0.014,2.9975
84.3660,0.014,2.9975
84.3680,0.006,2.9975
84.3700,5.34,2.9965
84.3720,7.088,2.9975
84.3740,7.406,2.997
84.3760,0.012,2.9975
84.3780,0.022,2.9975
84.3800,1.18,2.9985
84.3820,2.872,2.9975
84.3840,0.006,2.9975
84.3860,0.012,2.9985
84.3880,0.014,2.9975
84.3900,0.014,2.9975
84.3920,0.18,2.9985
84.3940,7.22,2.997
84.3960,7.114,2.9985
84.3980,0.014,2.9985
84.4000,0.014,2.997
84.4020,0.008,2.997
84.4040,7.928,2.996
84.4060,0.012,2.997
84.4080,0.008,2.9975
84.4100,0.008,2.9975
84.4120,0.012,2.997
84.4140,0.186,2.9985
84.4160,7.076,2.997
84.4180,7.058,2.9975
84.4200,0.016,2.997
84.4220,0.004,2.997
84.4240,0.012,2.9975
84.4260,0.182,2.9975
84.4280,0.014,2.9975
84.4300,0.012,2.9975
84.4320,0.012,2.9975
84.4340,0.008,2.9975
84.4360,3.254,2.997
84.4380,8.168,2.9975
84.4400,7.192,2.9975
84.4420,7.404,2.999
84.4440,0.008,2.9975
84.4460,0.012,2.997
84.4480,0.182,2.9975
84.4500,0.016,2.9975
84.4520,0.012,2.9985
84.4540,0.008,2.9975
84.4560,0.014,2.9985
84.4580,0.012,2.9975
84.4600,4.776,2.9965
84.4620,7.084,2.9975
84.4640,7.404,2.9975
84.4660,0.008,2.9975
84.4680,0.012,2.9975
84.4700,0.972,2.9975
84.4720,3.226,2.997
84.4740,0.008,2.9975
84.4760,0.014,2.9975
84.4780,0.008,2.9975
84.4800,0.014,2.9975
84.4820,0.182,2.9975
84.4840,7.218,2.9975
84.4860,7.09,2.9975
84.4880,0.014,2.9975
84.4900,0.016,2.9975
84.4920,0.006,2.997
84.4940,7.964,2.996
84.4960,0.014,2.9975
84.4980,0.016,2.9975
84.5000,0.014,2.9975
84.5020,0.008,2.9985
84.5040,0.188,2.9975
84.5060,7.074,2.9975
84.5080,7.064,2.999
84.5100,0.022,2.9975
84.5120,0.008,2.9975
84.5140,0.008,2.9975
84.5160,0.188,2.9975
84.5180,0.014,2.9975
84.5200,0.006,2.9975
84.5220,0.012,2.9975
84.5240,0.014,2.9975
84.5260,3.234,2.997
84.5280,8.644,2.9975
84.5300,7.188,2.9985
84.5320,7.4,2.9975
84.5340,0.012,2.997
84.5360,0.014,2.9985
84.5380,0.182,2.997
84.5400,0.012,2.9975
84.5420,0.014,2.999
84.5440,0.012,2.9985
84.5460,0.012,2.997
84.5480,0.012,2.9975
84.5500,4.266,2.9965
84.5520,7.096,2.9975
84.5540,7.4,2.9975
84.5560,0.016,2.9975
84.5580,0.012,2.997
84.5600,0.988,2.9975
84.5620,3.568,2.997
84.5640,0.012,2.997
84.5660,0.012,2.9975
84.5680,0.006,2.9975
84.5700,0.014,2.9975
84.5720,0.182,2.9975
84.5740,7.23,2.997
84.5760,7.106,2.9975
84.5780,0.006,2.9975
84.5800,0.012,2.9975
84.5820,0.006,2.9975
84.5840,7.948,2.996
84.5860,0.012,2.9975
84.5880,0.014,2.9975
84.5900,0.014,2.9975
84.5920,0.016,2.9975
84.5940,0.188,2.9975
84.5960,7.074,2.997
84.5980,7.058,2.9975
84.6000,0.012,2.9975
84.6020,0.008,2.9975
84.6040,0.014,2.997
84.6060,0.186,2.9975
84.6080,0.014,2.9975
84.6100,0.016,2.9975
84.6120,0.012,2.9985
84.6140,0.014,2.9975
84.6160,2.96,2.997
84.6180,9.154,2.997
84.6200,7.166,2.9975
84.6220,7.414,2.9975
84.6240,0.012,2.999
84.6260,0.012,2.997
84.6280,0.188,2.9985
84.6300,0.016,2.9975
84.6320,0.014,2.9975
84.6340,0.006,2.9975
84.6360,0.012,2.9975
84.6380,0.006,2.997
84.6400,3.874,2.996
84.6420,7.098,2.9975
84.6440,7.406,2.9975
84.6460,0.014,2.9975
84.6480,0.006,2.997
84.6500,0.182,2.9975
84.6520,0.034,2.9975
84.6540,0.012,2.9975
84.6560,0.012,2.9975
84.6580,0.014,2.997
84.6600,0.006,2.9975
84.6620,0.188,2.9985
84.6640,7.072,2.9985
84.6660,7.476,2.9975
84.6680,0.012,2.9975
84.6700,0.006,2.9975
84.6720,2.5,2.9985
84.6740,11.762,2.9975
84.6760,0.008,2.9975
84.6780,0.08,2.9975
84.6800,0.006,2.9975
84.6820,0.004,2.9985
84.6840,0.18,2.9975
84.6860,7.076,2.9975
84.6880,7.066,2.9975
84.6900,0.024,2.9975
84.6920,0.012,2.9975
84.6940,0.008,2.997
84.6960,2.56,2.9985
84.6980,0.006,2.9975
84.7000,0.014,2.9975
84.7020,0.006,2.997
84.7040,0.016,2.9975
84.7060,1.542,2.9985
84.7080,7.064,2.9975
84.7100,7.084,2.9985
84.7120,1.874,2.9975
84.7140,0.014,2.9975
84.7160,0.008,2.9975
84.7180,0.182,2.9975
84.7200,0.016,2.9975
84.7220,0.006,2.9985
84.7240,0.012,2.9975
84.7260,0.014,2.997
84.7280,0.014,2.9975
84.7300,11.106,2.9975
84.7320,7.092,2.9975
84.7340,7.406,2.9985
84.7360,0.008,2.9975
84.7380,0.014,2.997
84.7400,0.2,2.9975
84.7420,0.022,2.9975
84.7440,0.008,2.9975
84.7460,0.012,2.9985
84.7480,0.012,2.9975
84.7500,0.012,2.9975
84.7520,0.182,2.9975
84.7540,7.064,2.9975
84.7560,7.464,2.9975
84.7580,0.016,2.9975
84.7600,0.004,2.9975
84.7620,2.472,2.9975
84.7640,11.57,2.9975
84.7660,0.014,2.9975
84.7680,0.014,2.9975
84.7700,0.012,2.9975
84.7720,0.006,2.9985
84.7740,0.178,2.997
84.7760,7.08,2.9985
84.7780,7.064,2.997
84.7800,0.014,2.9975
84.7820,0.016,2.997
84.7840,0.02,2.9985
84.7860,2.394,2.9985
84.7880,0.014,2.9975
84.7900,0.022,2.9975
84.7920,0.012,2.9985
84.7940,0.014,2.9975
84.7960,1.432,2.9975
84.7980,7.06,2.9975
84.8000,7.11,2.997
84.8020,2.29,2.9985
84.8040,0.016,2.9975
84.8060,0.014,2.9975
84.8080,0.186,2.9975
84.8100,0.008,2.9985
84.8120,0.008,2.9975
84.8140,0.012,2.997
84.8160,0.012,2.9975
84.8180,0.008,2.9975
84.8200,10.892,2.9975
84.8220,7.09,2.9975
84.8240,7.392,2.9975
84.8260,0.012,2.9975
84.8280,0.014,2.9975
84.8300,0.316,2.9975
84.8320,0.016,2.9975
84.8340,0.004,2.9985
84.8360,0.008,2.9975
84.8380,0.058,2.9975
84.8400,0.02,2.9975
84.8420,0.19,2.9985
84.8440,7.064,2.9975
84.8460,7.46,2.9975
84.8480,0.008,2.9975
84.8500,0.008,2.9975
84.8520,2.468,2.999
84.8540,11.266,2.9985
84.8560,0.016,2.9985
84.8580,0.006,2.9985
84.8600,0.014,2.9985
84.8620,0.014,2.9975
84.8640,0.186,2.9975
84.8660,7.072,2.9975
84.8680,7.066,2.9975
84.8700,0.02,2.9975
84.8720,0.004,2.9975
84.8740,0.008,2.9975
84.8760,2.182,2.999
84.8780,0.014,2.9975
84.8800,0.014,2.9975
84.8820,0.012,2.9975
84.8840,0.014,2.9975
84.8860,1.604,2.9985
84.8880,7.064,2.9975
84.8900,7.122,2.9975
84.8920,2.6,2.9975
84.8940,0.02,2.9975
84.8960,0.014,2.9975
84.8980,0.188,2.9975
84.9000,0.012,2.9975
84.9020,0.012,2.9975
84.9040,0.012,2.9975
84.9060,0.012,2.9975
84.9080,0.012,2.9975
84.9100,10.586,2.9965
84.9120,7.104,2.9975
84.9140,7.398,2.997
84.9160,0.014,2.9975
84.9180,0.008,2.997
84.9200,0.218,2.997
84.9220,0.02,2.9975
84.9240,0.012,2.997
84.9260,0.008,2.9975
84.9280,0.012,2.997
84.9300,0.014,2.997
84.9320,0.182,2.9975
84.9340,7.072,2.9975
84.9360,7.438,2.9975
84.9380,0.012,2.9975
84.9400,0.012,2.9975
84.9420,2.132,2.9995
84.9440,10.926,2.997
84.9460,0.012,2.9975
84.9480,0.012,2.9975
84.9500,0.008,2.9975
84.9520,0.012,2.9975
84.9540,0.188,2.9975
84.9560,7.092,2.9975
84.9580,7.076,2.997
84.9600,0.012,2.9975
84.9620,0.014,2.9975
84.9640,0.016,2.9975
84.9660,8.778,2.9975
84.9680,0.012,2.9985
84.9700,0.012,2.9975
84.9720,0.014,2.9975
84.9740,0.008,2.9975
84.9760,0.642,2.997
84.9780,7.064,2.9975
84.9800,7.06,2.9975
84.9820,0.034,2.9975
84.9840,0.012,2.9975
84.9860,0.016,2.9975
84.9880,0.194,2.9985
84.9900,0.02,2.9985
84.9920,0.02,2.9975
84.9940,0.014,2.9975
84.9960,0.006,2.9975
84.9980,0.668,2.9965
85.0000,13.544,2.9995
85.0020,7.098,2.9975
85.0040,7.408,2.9975
85.0060,0.012,2.9985
85.0080,0.012,2.9985
85.0100,0.188,2.9985
85.0120,0.016,2.9975
85.0140,0.014,2.9975
85.0160,0.004,2.9975
85.0180,0.012,2.9975
85.0200,0.012,2.9975
85.0220,0.336,2.9945
85.0240,7.074,2.9975
85.0260,7.388,2.9975
85.0280,0.014,2.9985
85.0300,0.006,2.997
85.0320,1.71,2.9985
85.0340,10.794,2.9975
85.0360,0.014,2.9975
85.0380,0.014,2.997
85.0400,0.014,2.997
85.0420,0.006,2.9975
85.0440,0.182,2.9975
85.0460,7.094,2.9975
85.0480,7.068,2.9975
85.0500,0.008,2.997
85.0520,0.016,2.9975
85.0540,0.012,2.9975
85.0560,8.484,2.999
85.0580,0.014,2.9985
85.0600,0.008,2.9975
85.0620,0.014,2.9985
85.0640,0.012,2.997
85.0660,0.362,2.9975
85.0680,7.056,2.9975
85.0700,7.06,2.9975
85.0720,0.03,2.9975
85.0740,0.012,2.997
85.0760,0.014,2.997
85.0780,0.182,2.9975
85.0800,0.016,2.9985
85.0820,0.012,2.9975
85.0840,0.02,2.9975
85.0860,0.012,2.9985
85.0880,0.542,2.9965
85.0900,13.648,3
85.0920,7.09,2.9975
85.0940,7.402,2.997
85.0960,0.008,2.9975
85.0980,0.014,2.9985
85.1000,0.18,2.9985
85.1020,0.012,2.9975
85.1040,0.012,2.9975
85.1060,0.016,2.9975
85.1080,0.008,2.9975
85.1100,0.012,2.9975
85.1120,0.328,2.9965
85.1140,7.082,2.997
85.1160,7.402,2.9975
85.1180,0.008,2.9985
85.1200,0.008,2.997
85.1220,1.72,2.9975
85.1240,11.074,2.997
85.1260,0.014,2.997
85.1280,0.012,2.9975
85.1300,0.02,2.9975
85.1320,0.012,2.9975
85.1340,0.18,2.997
85.1360,7.078,2.997
85.1380,7.068,2.9975
85.1400,0.014,2.9975
85.1420,0.012,2.997
85.1440,0.016,2.9975
85.1460,8.066,2.9985
85.1480,0.014,2.9975
85.1500,0.016,2.9975
85.1520,0.014,2.9975
85.1540,0.014,2.9975
85.1560,0.46,2.997
85.1580,7.124,2.997
85.1600,7.06,2.9975
85.1620,0.034,2.9975
85.1640,0.006,2.9985
85.1660,0.012,2.9975
85.1680,0.18,2.997
85.1700,0.008,2.997
85.1720,0.012,2.9985
85.1740,0.008,2.9975
85.1760,0.012,2.9975
85.1780,0.476,2.996
85.1800,13.682,3
85.1820,7.098,2.9985
85.1840,7.4,2.997
85.1860,0.006,2.9975
85.1880,0.006,2.9975
85.1900,0.194,2.9975
85.1920,0.008,2.9975
85.1940,0.012,2.9985
85.1960,0.012,2.9975
85.1980,0.368,2.9975
85.2000,0.008,2.9985
85.2020,0.254,2.9965
85.2040,7.064,2.9985
85.2060,7.406,2.9975
85.2080,0.014,2.9975
85.2100,0.014,2.9975
85.2120,1.734,2.9975
85.2140,11.368,2.997
85.2160,0.012,2.9975
85.2180,0.008,2.997
85.2200,0.014,2.9985
85.2220,0.008,2.9975
85.2240,0.188,2.9975
85.2260,7.082,2.9975
85.2280,7.068,2.997
85.2300,0.012,2.9985
85.2320,0.012,2.9975
85.2340,0.014,2.9975
85.2360,7.778,2.9985
85.2380,0.084,2.9975
85.2400,0.014,2.997
85.2420,0.006,2.9975
85.2440,0.014,2.9975
85.2460,0.834,2.9975
85.2480,7.226,2.9985
85.2500,7.062,2.9975
85.2520,0.028,2.9985
85.2540,0.008,2.997
85.2560,0.006,2.9975
85.2580,0.18,2.9975
85.2600,0.004,2.997
85.2620,0.012,2.9975
85.2640,0.012,2.9975
85.2660,0.016,2.997
85.2680,3.246,2.9975
85.2700,12.034,2.9995
85.2720,0.014,2.997
85.2740,0.012,2.9975
85.2760,0.014,2.9985
85.2780,0.008,2.997
85.2800,0.19,2.9975
85.2820,7.074,2.997
85.2840,7.212,2.9975
85.2860,0.012,2.997
85.2880,0.02,2.9975
85.2900,0.012,2.9985
85.2920,5.56,2.997
85.2940,0.016,2.9975
85.2960,0.012,2.9975
85.2980,0.012,2.9975
85.3000,0.006,2.997
85.3020,1.054,2.9975
85.3040,7.064,2.9985
85.3060,7.046,2.9975
85.3080,0.024,2.9975
85.3100,0.008,2.9975
85.3120,0.012,2.9985
85.3140,0.186,2.9975
85.3160,0.012,2.9985
85.3180,0.02,2.9985
85.3200,0.016,2.9975
85.3220,0.012,2.9975
85.3240,0.014,2.997
85.3260,11.752,2.997
85.3280,7.086,2.9975
85.3300,7.402,2.9975
85.3320,0.014,2.9985
85.3340,0.014,2.9975
85.3360,0.186,2.9975
85.3380,0.02,2.9975
85.3400,0.012,2.9975
85.3420,0.008,2.9975
85.3440,0.016,2.9975
85.3460,0.012,2.9975
85.3480,0.182,2.9975
85.3500,7.084,2.9975
85.3520,7.484,2.997
85.3540,0.014,2.9975
85.3560,0.02,2.9975
85.3580,3.164,2.997
85.3600,12.118,2.9975
85.3620,0.012,2.9975
85.3640,0.006,2.9975
85.3660,0.014,2.997
85.3680,0.006,2.9975
85.3700,0.18,2.9975
85.3720,7.07,2.9975
85.3740,7.21,2.9975
85.3760,0.016,2.9975
85.3780,0.014,2.9965
85.3800,0.008,2.997
85.3820,4.99,2.9965
85.3840,0.012,2.9975
85.3860,0.012,2.9975
85.3880,0.012,2.9975
85.3900,0.012,2.9975
85.3920,0.92,2.9985
85.3940,7.07,2.997
85.3960,7.052,2.9985
85.3980,0.028,2.9975
85.4000,0.014,2.9975
85.4020,0.012,2.9975
85.4040,0.182,2.9985
85.4060,0.016,2.9975
85.4080,0.008,2.9985
85.4100,0.014,2.9975
85.4120,0.012,2.9975
85.4140,0.008,2.9975
85.4160,11.378,2.997
85.4180,7.094,2.9975
85.4200,7.4,2.9975
85.4220,0.014,2.9975
85.4240,0.012,2.997
85.4260,0.188,2.9985
85.4280,0.03,2.997
85.4300,0.006,2.9975
85.4320,0.014,2.9975
85.4340,0.008,2.9975
85.4360,0.012,2.9975
85.4380,0.188,2.9975
85.4400,7.076,2.9975
85.4420,7.498,2.9975
85.4440,0.014,2.9975
85.4460,0.02,2.9975
85.4480,3.144,2.9975
85.4500,12.188,2.9975
85.4520,0.006,2.9985
85.4540,0.012,2.997
85.4560,0.008,2.997
85.4580,0.008,2.9975
85.4600,0.19,2.9975
85.4620,7.064,2.9975
85.4640,7.21,2.9975
85.4660,0.014,2.9975
85.4680,0.008,2.9975
85.4700,0.012,2.9975
85.4720,4.444,2.9965
85.4740,0.012,2.9975
85.4760,0.012,2.9975
85.4780,0.014,2.9975
85.4800,0.008,2.9975
85.4820,1.094,2.9975
85.4840,7.06,2.997
85.4860,7.046,2.997
85.4880,0.058,2.9985
85.4900,0.008,2.9975
85.4920,0.008,2.9975
85.4940,0.18,2.9975
85.4960,0.014,2.9975
85.4980,0.012,2.9975
85.5000,0.012,2.997
85.5020,0.012,2.9975
85.5040,0.014,2.9975
85.5060,11.14,2.9965
85.5080,7.094,2.9975
85.5100,7.4,2.9985
85.5120,0.016,2.9975
85.5140,0.012,2.9975
85.5160,0.186,2.9985
85.5180,0.412,2.9975
85.5200,0.008,2.9975
85.5220,0.014,2.9975
85.5240,0.016,2.9985
85.5260,0.012,2.9975
85.5280,0.186,2.9985
85.5300,7.078,2.9975
85.5320,7.522,2.9985
85.5340,0.016,2.9975
85.5360,0.016,2.997
85.5380,3.122,2.9975
85.5400,12.25,2.997
85.5420,0.014,2.9975
85.5440,0.012,2.9975
85.5460,0.012,2.9975
85.5480,0.016,2.997
85.5500,0.186,2.9975
85.5520,7.218,2.9985
85.5540,7.09,2.9985
85.5560,0.022,2.9975
85.5580,0.012,2.9975
85.5600,0.014,2.9975
85.5620,9.908,2.9985
85.5640,0.008,2.997
85.5660,0.012,2.997
85.5680,0.008,2.9975
85.5700,0.016,2.9975
85.5720,0.298,2.9975
85.5740,7.066,2.9975
85.5760,7.06,2.9975
85.5780,0.02,2.9975
85.5800,0.016,2.9975
85.5820,0.012,2.9975
85.5840,0.182,2.9975
85.5860,0.016,2.9975
85.5880,0.012,2.9985
85.5900,0.004,2.9975
85.5920,0.008,2.9985
85.5940,2.524,2.9985
85.5960,11.87,2.9975
85.5980,7.116,2.9975
85.6000,7.404,2.9975
85.6020,0.008,2.997
85.6040,0.012,2.9985
85.6060,0.186,2.997
85.6080,0.006,2.9975
85.6100,0.014,2.9975
85.6120,0.014,2.9985
85.6140,0.014,2.997
85.6160,0.012,2.997
85.6180,2.59,2.9985
85.6200,7.086,2.9965
85.6220,7.404,2.9975
85.6240,0.012,2.9975
85.6260,0.012,2.9975
85.6280,1.448,2.9985
85.6300,7.3,2.999
85.6320,0.014,2.9985
85.6340,0.014,2.9975
85.6360,0.012,2.997
85.6380,0.016,2.9985
85.6400,0.186,2.9985
85.6420,7.192,2.9975
85.6440,7.076,2.9975
85.6460,0.014,2.997
85.6480,0.006,2.9975
85.6500,0.008,2.9985
85.6520,10.206,2.9985
85.6540,0.014,2.9975
85.6560,0.014,2.9975
85.6580,0.014,2.9975
85.6600,0.014,2.9975
85.6620,0.31,2.9985
85.6640,7.076,2.997
85.6660,7.066,2.9975
85.6680,0.022,2.9975
85.6700,0.014,2.9985
85.6720,0.012,2.9975
85.6740,0.186,2.9985
85.6760,0.02,2.9975
85.6780,0.294,2.997
85.6800,0.014,2.9975
85.6820,0.012,2.9975
85.6840,2.51,2.9985
85.6860,12.28,2.997
85.6880,7.11,2.9975
85.6900,7.398,2.9975
85.6920,0.008,2.9975
85.6940,0,2.997
85.6960,0.18,2.9975
85.6980,0.016,2.9985
